security,num_trades,p900000_trade_value,p950000_trade_value,p990000_trade_value,p999000_trade_value,p999900_trade_value,p999990_trade_value,p999999_trade_value,trade_volume_bin,cluster,final_cluster,trade_volume_bin_rank,sector,industry
ISPO,1,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,0,0.0,0__0,14,Consumer Discretionary,Leisure and Recreation Services
ISRG,7905,15012.000000000005,23543.999999999978,57755.600000000006,229393.59999999814,648732.8000000161,732673.2800000445,741067.3279999937,40,1.0,40__1,6,Medical,Medical - Instruments
IT,279,12000.0,20835.99999999992,71523.3599999969,434258.6799999982,457011.86799999885,459287.1868000025,459514.71868000185,25,1.0,25__1,9,Business Services,Consulting Services
ITGR,8,6920.0,7060.0,7172.0,7197.2,7199.72,7199.972,7199.9972,10,0.0,10__0,12,Medical,Medical - Instruments
ITOS,46,50000.0,51350.0,143084.99999999997,149038.49999999997,149633.85,149693.38499999998,149699.3385,15,0.0,15__0,11,Medical,Medical - Biomedical and Genetics
ITP,1,3760.0,3760.0,3760.0,3760.0,3760.0,3760.0,3760.0,0,0.0,0__0,14,Basic Materials,Paper and Related Products
ITRI,31,9000.0,9795.0,12066.999999999998,12906.699999999997,12990.67,12999.067000000003,12999.906699999992,15,0.0,15__0,11,Computer and Technology,Electronics - Testing Equipment
ITRN,2,5960.0,5980.0,5996.0,5999.6,5999.96,5999.996,5999.9996,5,0.0,5__0,13,Industrial Products,Security and Safety Services
ITT,144,72090.00000000006,110000.0,218204.99999999927,421687.9999999999,445368.80000000156,447736.8800000002,447973.68799999845,20,2.0,20__2,10,Conglomerates,Diversified Operations
ITUB,7,14218.000000000007,19608.999999999985,23921.799999999992,24892.179999999997,24989.217999999993,24998.921800000007,24999.892180000003,10,0.0,10__0,12,Finance,Banks - Foreign
ITW,159,17016.800000000032,37613.99999999998,72062.39999999944,162834.000000001,173783.4000000012,174878.34000000078,174987.8340000001,20,0.0,20__0,10,Industrial Products,Manufacturing - General Industrial 
IVVD,9,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10,0.0,10__0,12,Medical,Medical - Biomedical and Genetics
IVZ,85,18048.000000000015,74199.99999999991,613171.9999999992,801567.1999999993,820406.7200000014,822290.6720000008,822479.0671999997,20,1.0,20__1,10,Finance,Financial - Investment Management
J,89,135240.0000000002,288749.9999999998,636262.6000000016,908595.760000002,935829.0760000021,938552.4076000015,938824.7407599981,20,2.0,20__2,10,Business Services,Technology Services
JACK,159,15417.000000000016,34739.999999999935,263080.9999999966,420000.0,420000.0,420000.0,420000.0,20,1.0,20__1,10,Retail-Wholesale,Retail - Restaurants
JAKK,2,3460.0,3480.0,3496.0,3499.6,3499.96,3499.996,3499.9996,5,0.0,5__0,13,Consumer Discretionary,Toys - Games - Hobbies
JAMF,6,5107.5,5403.75,5640.75,5694.075,5699.4075,5699.94075,5699.9940750000005,10,0.0,10__0,12,Business Services,Technology Services
JANX,297,22440.000000000036,50000.0,121040.00000000437,378096.0000000006,397809.5999999988,399780.960000002,399978.0960000006,25,1.0,25__1,9,Medical,Medical - Biomedical and Genetics
JAZZ,121,14241.0,28000.0,120939.99999999994,138190.99999999994,139819.1,139981.91000000003,139998.19099999985,20,0.0,20__0,10,Medical,Medical - Biomedical and Genetics
JBHT,325,21149.00000000001,74256.00000000009,173385.59999999992,497519.9999999967,576252.0000000012,584125.1999999986,584912.5199999907,25,0.0,25__0,9,Transportation,Transportation - Truck
JBL,1114,14205.000000000007,25025.350000000002,52438.9999999996,434140.4999999926,618741.6999999946,637874.1700000255,639787.4169999938,30,0.0,30__0,8,Computer and Technology,Electronics - Manufacturing Services
JBLU,591,9904.0,12998.0,27544.400000000056,61581.899999999376,71984.1900000006,73024.41900000007,73128.44190000022,30,0.0,30__0,8,Transportation,Transportation - Airline
JBTM,11,55100.0,55825.0,56405.0,56535.5,56548.55,56549.855,56549.9855,10,0.0,10__0,12,Business Services,Technology Services
JCI,425,23060.000000000004,47991.99999999991,175259.99999999988,358392.00000000256,403039.20000000164,407503.9200000022,407950.39199999894,25,0.0,25__0,9,Construction,Building Products - Wood
JD,17095,16123.600000000004,24576.599999999984,67950.0,287648.58399999986,704735.1000000089,869523.1060000046,895692.3106001861,40,1.0,40__1,6,Retail-Wholesale,Internet - Commerce
JEF,305,16121.400000000009,24616.000000000015,33953.39999999998,50901.60000000045,55580.160000000236,56048.016000000025,56094.80159999952,25,1.0,25__1,9,Finance,Financial - Miscellaneous Services
JELD,3,3918.0,3939.0,3955.8,3959.58,3959.958,3959.9958,3959.99958,5,0.0,5__0,13,Construction,Building Products - Wood
JHX,10,50999.99999999998,77999.99999999994,99600.00000000001,104459.99999999999,104946.00000000001,104994.59999999999,104999.45999999998,10,0.0,10__0,12,Construction,Building Products - Miscellaneous
JJSF,4,39760.00000000001,47379.999999999985,53475.999999999985,54847.59999999999,54984.75999999999,54998.47600000001,54999.8476,5,1.0,5__1,13,Consumer Staples,Food - Miscellaneous
JKHY,18,7193.000000000005,12145.199999999993,15523.439999999991,16283.544000000004,16359.554400000003,16367.155439999997,16367.915544000001,15,0.0,15__0,11,Computer and Technology,Computers - IT Services
JKS,327,14099.000000000005,18879.0,47884.60000000002,87616.95399999956,93403.09539999995,93981.70953999976,94039.5709539994,25,1.0,25__1,9,Oils-Energy,Solar
JLL,58,17980.00000000001,24924.999999999985,116844.99999999994,215084.4999999996,224908.4500000005,225890.84500000073,225989.08450000035,20,0.0,20__0,10,Finance,Real Estate - Operations
JMIA,74,9415.000000000002,10265.25,38866.309999999794,72736.63100000034,76123.66309999996,76462.3663100005,76496.23663099998,20,0.0,20__0,10,Retail-Wholesale,Internet - Commerce
JNJ,6271,14852.000000000002,24986.5,69108.00000000006,333659.9999999816,799348.5000001478,965534.8500001488,982153.4850000417,40,1.0,40__1,6,Medical,Large Cap Pharmaceuticals
JNPR,262,49750.000000000015,89699.99999999993,335878.04999999877,419957.4799999995,424495.74800000025,424949.57479999994,424994.9574799996,25,0.0,25__0,9,Computer and Technology,Wireless Equipment
JOBY,562,12488.5,19797.499999999996,34797.5,122797.89999999695,166269.78999999873,170616.97900000575,171051.6978999947,25,1.0,25__1,9,Transportation,Transportation - Airline
JOE,4,5586.000000000001,6032.999999999999,6390.599999999999,6471.0599999999995,6479.106,6479.910600000001,6479.99106,5,0.0,5__0,13,Finance,Real Estate - Development
JOYY,7,5156.000000000001,5273.0,5366.6,5387.660000000001,5389.7660000000005,5389.976600000001,5389.997660000001,10,0.0,10__0,12,Computer and Technology,Internet - Services
JPM,29202,15400.0,24016.0,63000.0,236389.49999999022,727303.8165003044,2045493.5649728081,2328250.5564957154,45,0.0,45__0,5,Finance,Financial - Investment Bank
JSPR,232,16330.0,37267.99999999999,174977.99999999997,280942.50000000047,298094.25000000006,299809.42500000045,299980.9424999989,25,1.0,25__1,9,Medical,Medical - Biomedical and Genetics
JXN,109,20200.000000000004,26399.99999999999,33554.00000000001,47463.79999999994,48936.379999999954,49083.63799999998,49098.36380000004,20,0.0,20__0,10,Finance,Insurance - Life Insurance
K,52,7341.999999999999,12524.99999999998,70252.85000000018,113382.78499999981,117695.77850000012,118127.07785000015,118170.20778500008,15,0.0,15__0,11,Consumer Discretionary,Consumer Products - Discretionary
KAI,8,54999.99999999999,72499.99999999997,86499.99999999999,89650.00000000001,89965.0,89996.5,89999.65,10,0.0,10__0,12,Industrial Products,Manufacturing - General Industrial 
KALU,11,8610.0,10395.0,11823.000000000002,12144.300000000001,12176.430000000002,12179.643,12179.964300000001,10,0.0,10__0,12,Industrial Products,Metal Products - Procurement and Fabrication
KALV,12,37080.00000000001,55299.99999999998,70260.00000000001,73626.00000000003,73962.60000000002,73996.26000000002,73999.62599999997,10,0.0,10__0,12,Medical,Medical - Drugs
KAR,1,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,0,0.0,0__0,14,Auto-Tires-Trucks,Automotive - Original Equipment
KB,2,3443.4999999999995,3444.2499999999995,3444.8499999999995,3444.9849999999997,3444.9984999999997,3444.9998499999997,3444.9999849999995,5,0.0,5__0,13,Finance,Banks - Foreign
KBH,478,15318.0,18500.0,75918.00000000012,118958.30000000054,128445.82999999955,129394.58300000109,129489.45830000023,25,1.0,25__1,9,Construction,Building Products - Home Builders
KBR,73,37599.99999999999,39952.00000000001,54020.16000000002,65730.81599999995,66901.88160000005,67018.98815999998,67030.69881599995,20,0.0,20__0,10,Construction,Engineering - R and D Services
KC,528,16491.5,26347.04999999998,70304.20000000029,113149.88999999996,113590.98900000003,113635.09889999998,113639.50988999996,25,1.0,25__1,9,Computer and Technology,Internet - Software
KD,295,18750.0,26300.4,34130.100000000006,84190.6620000011,101026.3661999994,102709.9366200021,102878.29366200021,25,1.0,25__1,9,Business Services,Technology Services
KDP,149,18220.00000000002,26699.999999999996,110606.4000000001,199952.7000000004,213202.7699999992,214527.77700000134,214660.2777000004,20,0.0,20__0,10,Consumer Staples,Beverages - Soft drinks
KEX,30,20760.000000000022,37740.999999999985,110432.00000000009,136323.2,138912.31999999998,139171.23200000002,139197.12319999986,15,0.0,15__0,11,Transportation,Transportation - Shipping
KEY,246,17782.5,67388.5,302805.70000000094,412620.42999999964,433829.44300000113,435950.3443000018,436162.43442999944,25,0.0,25__0,9,Finance,Banks - Major Regional
KEYS,199,10668.000000000015,18900.999999999996,182970.3000000001,254953.97999999943,268495.39799999975,269849.53979999974,269984.9539799991,25,1.0,25__1,9,Computer and Technology,Electronics - Measuring Instruments
KFY,3,10920.0,11710.0,12342.0,12484.2,12498.42,12499.842,12499.984199999999,5,0.0,5__0,13,Business Services,Staffing Firms
KGC,174,16050.000000000025,34864.6,80981.1300000002,110957.29999999996,114055.72999999988,114365.57300000038,114396.55729999964,20,0.0,20__0,10,Basic Materials,Mining - Gold
KGS,5,11244.0,12871.999999999998,14174.4,14467.44,14496.744,14499.674400000002,14499.967439999999,5,3.0,5__3,13,Oils-Energy,Oil and Gas - Mechanical and and Equipment
KHC,1020,12017.700000000004,18000.0,55874.699999999924,99999.05,150293.59999999998,155429.3600000019,155942.93599999766,30,0.0,30__0,8,Consumer Staples,Food - Miscellaneous
KIDZ,3,6287.999999999999,6586.499999999999,6825.299999999999,6879.029999999999,6884.402999999999,6884.940299999999,6884.994029999999,5,0.0,5__0,13,Business Services,Technology Services
KIM,3,81540.8,85870.4,89334.08,90113.408,90191.3408,90199.13408,90199.913408,5,1.0,5__1,13,Finance,REIT and Equity Trust - Retail
KIND,1,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,0,0.0,0__0,14,Computer and Technology,Internet - Software
KINS,12,8700.0,9790.0,10758.000000000004,10975.800000000003,10997.580000000004,10999.758000000003,10999.9758,10,0.0,10__0,12,Finance,Insurance - Property and Casualty
KKR,3220,15177.999999999995,30009.749999999945,111008.44999999994,325476.90299999993,355060.4445000013,359506.0444500015,359950.6044449974,35,3.0,35__3,7,Finance,Financial - Investment Management
KLAC,4096,19000.0,30020.0,87500.0,334163.00000000093,670771.4300000772,785781.1430001212,797282.114299927,35,3.0,35__3,7,Computer and Technology,Electronics - Miscellaneous Products
KLC,1,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0,0.0,0__0,14,Consumer Discretionary,Schools
KLG,7,12100.000000000002,12100.000000000002,12100.000000000002,12100.000000000002,12100.000000000002,12100.000000000002,12100.000000000002,10,0.0,10__0,12,Consumer Staples,Consumer Products - Staples
KLIC,24,29683.299999999996,40469.84999999998,51873.02999999999,54489.303,54750.930300000015,54777.09303000001,54779.70930299997,15,0.0,15__0,11,Computer and Technology,Electronics - Manufacturing Machinery
KLXE,2,7475.0,7475.0,7475.0,7475.0,7475.0,7475.0,7475.0,5,0.0,5__0,13,Oils-Energy,Oil and Gas - Field Services
KMB,283,20297.000000000015,61299.99999999984,193500.0,204527.86000000025,207895.78600000043,208232.5786000002,208266.25785999966,25,0.0,25__0,9,Consumer Staples,Consumer Products - Staples
KMI,590,15000.0,23300.39999999995,48656.04000000008,108578.99999999508,155757.90000000055,160475.78999999806,160947.57900000084,30,0.0,30__0,8,Oils-Energy,Oil and Gas - Production and Pipelines
KMT,1,6960.000000000001,6960.000000000001,6960.000000000001,6960.000000000001,6960.000000000001,6960.000000000001,6960.000000000001,0,0.0,0__0,14,Industrial Products,Manufacturing - Tools & Related Products
KMX,1101,14454.999999999998,24080.0,50399.99999999999,622500.0000000205,1005450.0000000405,1045545.0000000133,1049554.5000000198,30,0.0,30__0,8,Retail-Wholesale,Automotive - Retail and Wholesale - Parts
KN,1,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,0,0.0,0__0,14,Computer and Technology,Communication - Components
KNF,60,70250.40000000004,110819.74999999997,177299.99999999988,193230.0000000001,194823.0000000001,194982.30000000013,194998.22999999998,20,1.0,20__1,10,Construction,Building Products - Miscellaneous
KNSA,1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,0,0.0,0__0,14,Medical,Medical - Biomedical and Genetics
KNSL,124,15984.000000000002,27500.0,48651.4,63876.164999999906,65774.11650000005,65963.91165000011,65982.89116499995,20,0.0,20__0,10,Finance,Insurance - Property and Casualty
KNTK,41,32314.999999999996,47879.99999999999,85784.00000000007,104716.40000000005,106609.64000000012,106798.96400000005,106817.89640000009,15,0.0,15__0,11,Oils-Energy,Oil and Gas - Field Services
KNX,298,29636.000000000007,72107.39999999998,169858.7999999988,311854.78499999846,328185.4785000006,329818.54784999974,329981.85478500073,25,0.0,25__0,9,Transportation,Transportation - Truck
KO,4532,14705.499999999998,22582.499999999993,65689.99999999959,205932.8590000012,396411.78000002675,435641.1780000464,439564.11779995216,35,0.0,35__0,7,Consumer Staples,Beverages - Soft drinks
KOD,2,4630.0,4715.0,4783.0,4798.3,4799.83,4799.983,4799.9983,5,0.0,5__0,13,Medical,Medical - Biomedical and Genetics
KODK,107,12948.000000000002,18375.0,37053.599999999984,57588.18000000012,59731.81800000007,59946.18180000009,59967.61817999994,20,0.0,20__0,10,Computer and Technology,Electronics - Miscellaneous Products
KOPN,33,12776.000000000002,16899.999999999993,19920.0,19992.0,19999.2,19999.920000000002,19999.992,15,0.0,15__0,11,Computer and Technology,Electronics - Miscellaneous Products
KOS,9,8318.400000000001,13141.199999999995,16999.44,17867.544,17954.3544,17963.035440000003,17963.903543999997,10,0.0,10__0,12,Oils-Energy,Oil and Gas - Exploration and Production - International
KR,1220,12367.300000000021,19114.649999999994,74807.49999999886,362560.4999999964,391171.49999999854,392817.15000000125,392981.71500000014,30,0.0,30__0,8,Retail-Wholesale,Retail - Supermarkets
KRC,6,118265.00000000001,118265.00000000001,118265.00000000001,118265.00000000001,118265.00000000001,118265.00000000001,118265.00000000001,10,2.0,10__2,12,Finance,REIT and Equity Trust - Other
KRNT,2,4676.000000000001,4758.000000000001,4823.600000000001,4838.360000000001,4839.836000000001,4839.983600000001,4839.9983600000005,5,0.0,5__0,13,Industrial Products,Commercial Printing
KROS,25,10650.0,11269.999999999998,17175.999999999985,18817.59999999999,18981.759999999987,18998.176000000014,18999.817600000002,15,0.0,15__0,11,Medical,Medical - Biomedical and Genetics
KRYS,214,28746.000000000004,117849.99999999994,508715.2500000003,739350.0000000003,748935.0000000001,749893.5000000003,749989.3499999999,25,0.0,25__0,9,Medical,Medical - Biomedical and Genetics
KSPI,31,28979.999999999996,48970.0,72326.99999999999,77081.69999999998,77557.17,77604.71700000002,77609.47169999995,15,0.0,15__0,11,Business Services,Financial Transaction Services
KSS,2226,16327.0,29500.0,279375.00000000006,767899.8500000016,1239111.5225000016,1241458.25225,1241692.9252249976,35,1.0,35__1,7,Retail-Wholesale,Retail - Regional Department Stores
KTB,24,11399.999999999998,14677.499999999993,59309.49999999998,71180.95000000001,72368.0950000001,72486.80950000009,72498.68094999986,15,0.0,15__0,11,Consumer Discretionary,Textile - Apparel
KTOS,359,15000.0,18462.69999999998,32492.88000000004,107194.1399999997,132219.41400000043,134721.94140000004,134972.19413999957,25,1.0,25__1,9,Aerospace,Aerospace - Defense Equipment
KULR,607,12043.999999999998,19185.099999999988,37279.499999999854,80846.17200000008,88938.81719999967,89748.08172000098,89829.00817199908,30,0.0,30__0,8,Computer and Technology,Electronics - Semiconductors
KURA,19,12068.999999999998,16709.69999999999,19335.54,19926.353999999996,19985.435400000002,19991.343539999998,19991.934353999997,15,0.0,15__0,11,Medical,Medical - Biomedical and Genetics
KVUE,486,21651.0,47500.0,209062.49999999956,262704.6699999995,277710.66700000037,279211.2667000008,279361.3266699991,25,0.0,25__0,9,Consumer Staples,Consumer Products - Staples
KVYO,206,15244.0,21656.25,75584.99999999991,99591.24999999985,101759.12500000001,101975.91250000003,101997.59125000007,25,1.0,25__1,9,Computer and Technology,Internet - Software
KW,2,23626.5,24675.75,25515.15,25704.015,25722.9015,25724.79015,25724.979015,5,3.0,5__3,13,Finance,Real Estate - Operations
KWR,5,5508.0,5904.0,6220.8,6292.08,6299.2080000000005,6299.920800000001,6299.99208,5,0.0,5__0,13,Basic Materials,Chemical - Specialty
KXIN,2,21662.7,21782.85,21878.97,21900.597,21902.7597,21902.97597,21902.997597,5,3.0,5__3,13,Auto-Tires-Trucks,Automotive - Foreign
KYMR,21,6160.000000000001,7000.0,7416.0,7509.6,7518.960000000001,7519.896000000001,7519.989600000001,15,0.0,15__0,11,Medical,Medical - Biomedical and Genetics
KZIA,1,3885.0,3885.0,3885.0,3885.0,3885.0,3885.0,3885.0,0,0.0,0__0,14,Medical,Medical - Biomedical and Genetics
L,14,4830.0,5302.499999999999,6004.499999999999,6162.45,6178.244999999999,6179.8245000000015,6179.982449999999,10,0.0,10__0,12,Finance,Insurance - Multi line
LAC,50,19258.4,21000.0,50137.49999999995,61713.750000000015,62871.37500000002,62987.13750000002,62998.71374999989,15,0.0,15__0,11,Basic Materials,Mining - Miscellaneous
LAD,141,20580.0,35500.0,99263.99999999974,181525.80000000104,190979.5799999993,191924.9580000008,192019.49579999884,20,0.0,20__0,10,Retail-Wholesale,Automotive - Retail and Whole Sales
LAES,237,14160.000000000002,20000.0,33253.99999999987,42437.70000000005,43483.77000000006,43588.37700000009,43598.8377,25,1.0,25__1,9,Computer and Technology,Electronics - Semiconductors
LAKE,7,12232.0,12990.999999999998,13598.199999999999,13734.82,13748.481999999998,13749.8482,13749.98482,10,0.0,10__0,12,Industrial Products,Security and Safety Services
LAMR,8,9230.0,10664.999999999998,11813.0,12071.300000000003,12097.130000000001,12099.713000000002,12099.971300000001,10,0.0,10__0,12,Finance,REIT and Equity Trust - Other
LANC,10,10173.499999999998,12236.749999999995,13887.35,14258.734999999999,14295.873500000002,14299.58735,14299.958734999998,10,0.0,10__0,12,Consumer Staples,Food - Miscellaneous
LASE,34,7758.5,9326.999999999996,13677.150000000007,14908.214999999993,15031.321499999985,15043.632150000005,15044.86321499999,15,0.0,15__0,11,Industrial Products,Manufacturing - General Industrial 
LASR,1,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,0,0.0,0__0,14,Computer and Technology,Electronics - Semiconductors
LAZ,33,7330.000000000001,20906.99999999997,32600.399999999998,32609.039999999997,32609.903999999995,32609.990399999995,32609.999039999995,15,0.0,15__0,11,Finance,Financial - Miscellaneous Services
LAZR,337,11850.0,16354.4,35268.47999999989,272799.9999999975,333280.00000000437,339328.00000000274,339932.7999999992,25,1.0,25__1,9,Auto-Tires-Trucks,Automotive - Original Equipment
LB,66,18950.0,22600.0,46538.99999999977,71073.9000000001,73527.3899999999,73772.73900000029,73797.27389999974,20,0.0,20__0,10,Oils-Energy,Oil and Gas - Integrated - United States
LBRDK,1,3219.9999999999995,3219.9999999999995,3219.9999999999995,3219.9999999999995,3219.9999999999995,3219.9999999999995,3219.9999999999995,0,0.0,0__0,14,Consumer Discretionary,Cable Television
LBRT,59,11709.000000000002,13788.999999999984,19065.0,19456.5,19495.649999999998,19499.565,19499.956499999997,20,0.0,20__0,10,Oils-Energy,Oil and Gas - Field Services
LBTYA,23,11405.000000000002,16670.999999999993,31581.000000000022,35234.10000000003,35599.41000000003,35635.94100000002,35639.59409999997,15,0.0,15__0,11,Utilities,Diversified Communication Services
LC,117,11148.000000000004,15806.399999999969,33752.00000000003,61387.40000000001,64503.73999999996,64815.37400000004,64846.537399999834,20,0.0,20__0,10,Finance,Financial - Miscellaneous Services
LCID,907,9654.999999999995,13934.899999999996,35940.599999999824,519970.0,519970.0,519970.0,519970.0,30,0.0,30__0,8,Auto-Tires-Trucks,Automotive - Domestic
LCII,22,9055.000000000004,24209.99999999999,40009.99999999999,43600.99999999999,43960.100000000035,43996.010000000024,43999.601,15,0.0,15__0,11,Auto-Tires-Trucks,Automotive - Original Equipment
LDOS,302,11497.0,17911.249999999978,37495.00000000001,84219.9500000008,101841.9949999997,103604.19950000256,103780.41994999767,25,1.0,25__1,9,Computer and Technology,Computers - IT Services
LE,6,4395.0,4492.5,4570.5,4588.05,4589.805,4589.9805,4589.99805,10,0.0,10__0,12,Retail-Wholesale,Retail - Catalog Shopping
LEA,63,20248.0,52050.0,138000.00000000026,193800.00000000023,199380.00000000003,199938.0000000002,199993.80000000002,20,0.0,20__0,10,Auto-Tires-Trucks,Automotive - Original Equipment
LECO,10,11756.699999999999,14878.349999999993,17375.670000000002,17937.567,17993.7567,17999.375669999998,17999.937566999997,10,0.0,10__0,12,Industrial Products,Manufacturing - Tools & Related Products
LEG,6,10839.5,13856.25,16269.650000000001,16812.665,16866.966500000002,16872.39665,16872.939665,10,0.0,10__0,12,Consumer Discretionary,Furniture
LEGH,1,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0,0.0,0__0,14,Finance,Real Estate - Operations
LEGN,173,12920.000000000004,16495.0,37244.000000000044,151940.00000000032,168193.99999999974,169819.39999999938,169981.94000000085,20,0.0,20__0,10,Medical,Medical - Biomedical and Genetics
LEN,3790,16349.599999999995,24954.6,82704.52000000005,407127.39299999224,2554395.8499995223,3585439.5850011897,3688543.958499019,35,2.0,35__2,7,Construction,Building Products - Home Builders
LESL,12,17079.000000000004,20134.999999999996,22027.000000000004,22452.700000000004,22495.270000000004,22499.527000000002,22499.952699999998,10,0.0,10__0,12,Consumer Staples,Consumer Products - Staples
LEU,2351,13680.000000000002,21120.0,64420.0,110380.90000000047,208645.69999998735,229664.57000002134,231766.45699997953,35,0.0,35__0,7,Basic Materials,Mining - Non Ferrous
LEVI,144,16459.000000000015,29839.999999999996,95699.99999999993,442799.9999999997,494280.0000000034,499428.00000000035,499942.7999999966,20,1.0,20__1,10,Retail-Wholesale,Retail - Apparel and Shoes
LFCR,2,3621.0,3630.5,3638.1,3639.81,3639.981,3639.9981,3639.99981,5,0.0,5__0,13,Medical,Medical - Biomedical and Genetics
LFMD,113,13673.000000000002,28649.999999999945,40301.2,119962.00000000047,128996.1999999998,129899.61999999998,129989.96199999987,20,0.0,20__0,10,Medical,Medical Services
LFST,6,76655.0,110702.5,137940.50000000003,144069.05000000002,144681.90500000003,144743.19050000003,144749.31905000002,10,2.0,10__2,12,Medical,Medical - Outpatient and Home Healthcare
LFUS,4,19147.2,19773.6,20274.719999999998,20387.471999999998,20398.747199999998,20399.87472,20399.987472,5,3.0,5__3,13,Computer and Technology,Electronics - Miscellaneous Components
LFVN,5,4452.8,4726.4,4945.28,4994.528,4999.4528,4999.94528,4999.994528,5,0.0,5__0,13,Medical,Medical - Dental Supplies
LFWD,2,11155.5,11570.25,11902.05,11976.705,11984.1705,11984.91705,11984.991705,5,0.0,5__0,13,Computer and Technology,Internet - Software
LGIH,24,22087.999999999996,44375.99999999995,49524.59999999999,49934.45999999999,49975.445999999996,49979.544599999994,49979.954459999986,15,0.0,15__0,11,Finance,Real Estate - Development
LGND,6,6300.0,6950.0,7470.000000000001,7587.0,7598.700000000001,7599.87,7599.987,10,0.0,10__0,12,Medical,Medical - Biomedical and Genetics
LH,111,18232.0,48100.0,256830.00000000038,474007.0000000001,497400.700000001,499740.07000000146,499974.00699999847,20,1.0,20__1,10,Medical,Medical Services
LHX,281,16188.0,26400.0,207579.59999999893,748384.920000015,885891.4919999891,899642.1492000114,901017.2149199826,25,1.0,25__1,9,Aerospace,Aerospace - Defense
LI,2620,13986.6,22100.0,50883.93999999997,108912.04499999902,225909.82000000196,240570.98199999737,242037.09820000821,35,0.0,35__0,7,Auto-Tires-Trucks,Automotive - Foreign
LIF,15,17870.4,37900.19999999994,73210.43999999997,81155.24400000005,81949.72439999999,82029.17244,82037.117244,10,0.0,10__0,12,Industrial Products,Security and Safety Services
LII,319,17459.999999999996,33807.99999999993,181999.99999999933,397342.50000000116,417734.25000000175,419773.425000001,419977.3425000005,25,1.0,25__1,9,Construction,Building Products - Air Conditioner and Heating
LILA,1,4760.0,4760.0,4760.0,4760.0,4760.0,4760.0,4760.0,0,0.0,0__0,14,Computer and Technology,Wireless National
LIN,602,13684.999999999998,18684.999999999978,35994.600000000006,57187.000000000015,64218.69999999956,64921.870000000694,64992.187000000515,30,0.0,30__0,8,Basic Materials,Chemical - Specialty
LINC,4,6265.000000000001,6707.499999999999,7061.499999999999,7141.15,7149.115,7149.911500000001,7149.99115,5,0.0,5__0,13,Consumer Discretionary,Schools
LINE,37,9047.999999999998,11779.99999999996,27776.800000000007,32027.679999999982,32452.76800000002,32495.276799999992,32499.52767999998,15,0.0,15__0,11,Finance,REIT and Equity Trust - Other
LION,2,3333.9999999999995,3346.9999999999995,3357.3999999999996,3359.7399999999993,3359.9739999999997,3359.9973999999997,3359.9997399999997,5,0.0,5__0,13,Consumer Discretionary,Media Conglomerates
LITE,899,19040.000000000007,33242.99999999997,127295.69999999994,400979.99999997567,1201098.0000000314,1281109.8000000482,1289110.9799999935,30,2.0,30__2,8,Computer and Technology,Communication - Components
LITM,33,7198.000000000001,8367.999999999998,9686.8,9833.68,9848.368,9849.836800000001,9849.98368,15,0.0,15__0,11,Oils-Energy,Alternative Energy - Other
LIVN,17,8415.0,8726.999999999998,9725.4,9950.04,9972.504,9974.7504,9974.97504,10,0.0,10__0,12,Medical,Medical - Instruments
LKQ,75,22066.40000000003,48374.99999999997,190698.40000000177,423025.8400000006,446258.5839999985,448581.8584000023,448814.1858400007,20,1.0,20__1,10,Auto-Tires-Trucks,Automotive - Replacement Parts
LLY,85560,16830.0,26000.0,70000.0,281736.3500000145,821227.9800003773,3071374.350016413,4638387.4350016415,50,1.0,50__1,4,Medical,Large Cap Pharmaceuticals
LLYVA,4,11476.0,12237.999999999998,12847.599999999999,12984.76,12998.475999999999,12999.847600000001,12999.98476,5,0.0,5__0,13,Utilities,Diversified Communication Services
LMAT,2,42910.0,45017.5,46703.5,47082.85,47120.785,47124.5785,47124.95785,5,1.0,5__1,13,Medical,Medical - Products
LMB,17,6907.2,8198.399999999996,11873.279999999997,12700.127999999999,12782.8128,12791.081280000002,12791.908127999995,10,0.0,10__0,12,Business Services,Building Products - Maintenance Service
LMND,3506,16675.0,24149.999999999996,59403.49999999975,142356.07499999998,177864.28799999962,188786.42880000154,189878.64287999543,35,0.0,35__0,7,Finance,Insurance - Multi line
LMNR,10,5990.099999999999,6445.049999999999,6809.01,6890.901,6899.0901,6899.909009999999,6899.990900999999,10,0.0,10__0,12,Consumer Staples,Agriculture - Operations
LMT,7303,13090.00000000001,20153.999999999978,47519.59999999999,192872.04000000542,807544.5880000524,1884044.858800303,1991694.88588003,40,1.0,40__1,6,Aerospace,Aerospace - Defense
LNC,202,12960.0,19237.499999999996,39785.76000000005,96981.63200000042,108698.16320000097,109869.81632000102,109986.98163199973,25,1.0,25__1,9,Finance,Insurance - Life Insurance
LNG,2435,21894.399999999998,40000.0,198821.39999999915,627057.4799999987,858096.57000003,898392.6570000114,902422.2657000013,35,1.0,35__1,7,Oils-Energy,Oil and Gas - Exploration and Production - United States
