security,num_trades,p900000_trade_value,p950000_trade_value,p990000_trade_value,p999000_trade_value,p999900_trade_value,p999990_trade_value,p999999_trade_value,trade_volume_bin,cluster,final_cluster,trade_volume_bin_rank,sector,industry
CLX,765,22335.000000000004,35111.99999999999,145760.00000000023,280899.99999999977,298089.9999999991,299809.0000000019,299980.8999999999,30,1.0,30__1,8,Consumer Staples,Consumer Products - Staples
CM,125,9102.0,12068.999999999995,19988.0,21046.820000000007,21180.182,21193.518200000006,21194.85182,20,0.0,20__0,10,Finance,Banks - Foreign
CMA,439,20678.6,34067.99999999999,116200.00000000004,252480.00000000047,268248.00000000093,269824.8000000012,269982.47999999876,25,0.0,25__0,9,Finance,Banks - Major Regional
CMBT,1,3250.0,3250.0,3250.0,3250.0,3250.0,3250.0,3250.0,0,2.0,0__2,14,Transportation,Transportation - Shipping
CMC,46,20550.5,75900.0,106586.99999999996,111908.69999999998,112440.87,112494.08699999998,112499.4087,15,0.0,15__0,11,Basic Materials,Steel - Producers
CMCL,3,5320.0,5360.0,5392.0,5399.2,5399.92,5399.992,5399.9992,5,0.0,5__0,13,Basic Materials,Mining - Gold
CMCM,2,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,5,0.0,5__0,13,Computer and Technology,Internet - Software
CMCO,1,5360.0,5360.0,5360.0,5360.0,5360.0,5360.0,5360.0,0,2.0,0__2,14,Industrial Products,Manufacturing - Material Handling
CMCSA,1038,21594.800000000025,34785.19999999998,96779.99999999929,1113692.9999999753,1624002.0000000596,1674400.2000000183,1679440.0200000019,30,0.0,30__0,8,Consumer Discretionary,Cable Television
CMCT,2,6790.0,6910.0,7006.0,7027.6,7029.76,7029.976,7029.9976,5,0.0,5__0,13,Finance,REIT and Equity Trust - Other
CME,885,16480.0,25561.999999999993,40641.67999999988,333000.0,333000.0,333000.0,333000.0,30,2.0,30__2,8,Finance,Securities and Exchanges
CMG,6535,14906.600000000002,23918.699999999833,84387.99999999975,465982.44000002247,707816.4491999713,822877.4449199794,834383.5444919802,40,0.0,40__0,6,Retail-Wholesale,Retail - Restaurants
CMI,286,21530.0,35660.0,108399.9999999994,309237.52499999385,372473.75249999797,378797.3752500082,379429.73752499523,25,0.0,25__0,9,Auto-Tires-Trucks,Automotive - Internal Combustion Engines
CMP,21,24000.0,38120.00000000001,125992.00000000009,145763.20000000004,147740.32000000012,147938.03200000006,147957.80320000008,15,0.0,15__0,11,Basic Materials,Chemical - Diversified 
CMPO,42,14170.000000000002,14342.900000000001,291838.31999999826,463883.8320000015,481088.38319999946,482808.83832000225,482980.88383199857,15,0.0,15__0,11,Business Services,Financial Transaction Services
CMPR,20,13986.900000000027,31299.800000000003,31539.96,31593.996,31599.3996,31599.93996,31599.993996,15,0.0,15__0,11,Consumer Discretionary,Consumer Services - Miscellaneous
CMPS,8,6484.499999999999,8799.749999999996,10651.949999999999,11068.695000000002,11110.369499999999,11114.53695,11114.953695,10,0.0,10__0,12,Medical,Medical Services
CMPX,68,18868.000000000007,69340.49999999997,191155.29999999993,221251.03000000038,224260.60300000026,224561.56030000004,224591.65602999995,20,2.0,20__2,10,Medical,Medical - Biomedical and Genetics
CMS,47,23628.0,25910.499999999996,84744.01999999995,106484.40200000003,108658.44020000019,108875.84402000016,108897.58440199976,15,0.0,15__0,11,Utilities,Utility - Electric Power
CMTL,27,11862.000000000004,13284.0,18309.99999999999,19831.0,19983.099999999995,19998.31000000002,19999.830999999987,15,0.0,15__0,11,Computer and Technology,Wireless Equipment
CNA,2,33700.0,34850.0,35770.0,35977.0,35997.7,35999.770000000004,35999.977,5,3.0,5__3,13,Finance,Insurance - Property and Casualty
CNC,1279,15000.0,33390.49999999987,141739.6000000003,291248.9999999999,360793.26000000164,369799.3259999984,370699.9326000034,30,2.0,30__2,8,Medical,Medical - HMOs
CNDT,7,12485.0,12492.5,12498.5,12499.85,12499.985,12499.9985,12499.99985,10,0.0,10__0,12,Business Services,Outsourcing
CNH,6,15615.0,21007.5,25321.500000000004,26292.15,26389.215000000007,26398.921500000004,26399.892150000003,10,0.0,10__0,12,Industrial Products,Manufacturing - Farm Equipment
CNI,53,10170.8,12442.999999999998,36253.59999999989,53075.86000000002,54758.08599999993,54926.30860000021,54943.130859999874,15,0.0,15__0,11,Transportation,Transportation - Rail
CNK,111,115600.0,166250.0,359000.00000000006,395457.60000000003,399401.7600000002,399796.17600000027,399835.61759999976,20,1.0,20__1,10,Consumer Discretionary,Film and Television Production and Distribution
CNM,371,41030.0,82600.0,205796.20000000045,465931.25999999867,562968.1260000065,572671.8126000057,573642.1812599907,25,2.0,25__2,9,Industrial Products,Manufacturing - Tools & Related Products
CNMD,67,14053.199999999979,90381.99999999965,229920.0000000003,282191.99999999977,287419.1999999995,287941.92000000033,287994.19199999963,20,2.0,20__2,10,Medical,Medical - Dental Supplies
CNNE,1,45500.0,45500.0,45500.0,45500.0,45500.0,45500.0,45500.0,0,1.0,0__1,14,Finance,Financial - Investment Management
CNO,2,16635.0,17317.5,17863.5,17986.35,17998.635,17999.8635,17999.98635,5,3.0,5__3,13,Finance,Insurance - Multi line
CNP,35,19531.800000000017,30000.0,37583.39999999996,41099.34000000001,41450.93400000001,41486.09339999998,41489.60934000001,15,0.0,15__0,11,Utilities,Utility - Electric Power
CNQ,149,13200.0,18084.99999999999,34031.20000000004,52457.680000000066,55033.767999999836,55291.37680000025,55317.13768000007,20,0.0,20__0,10,Oils-Energy,Oil and Gas - Exploration and Production - Canadian
CNR,64,24262.50000000002,65296.9999999999,104055.0,104905.5,104990.55,104999.05500000001,104999.9055,20,0.0,20__0,10,Oils-Energy,Coal
CNTA,114,33004.00000000001,77939.99999999978,471195.00000000134,589830.0,598982.9999999995,599898.300000001,599989.8300000001,20,1.0,20__1,10,Medical,Medical - Drugs
CNX,130,23826.500000000055,92749.99999999999,249274.99999999997,345810.00000000105,358580.99999999977,359858.10000000184,359985.8099999983,20,2.0,20__2,10,Oils-Energy,Oil and Gas - Exploration and Production - United States
CNXC,101,16850.0,21600.0,40320.0,50762.70000000006,51806.96999999994,51911.397000000106,51921.83969999996,20,0.0,20__0,10,Business Services,Business - Services
CNXN,2,10018.0,10369.0,10649.8,10712.98,10719.298,10719.9298,10719.992979999999,5,0.0,5__0,13,Retail-Wholesale,Retail - Computer Hardware
COCO,6,12525.0,14137.5,15427.500000000002,15717.75,15746.775000000001,15749.677500000002,15749.967750000002,10,0.0,10__0,12,Consumer Staples,Beverages - Soft drinks
COF,5664,17977.699999999997,32000.0,133047.59999999983,645823.8600000417,3338299.766000619,3970891.9765999485,4034151.197660107,40,4.0,40__4,6,Finance,Financial - Consumer Loans
COGT,12,13619.999999999998,17165.999999999993,20633.200000000004,21413.320000000007,21491.332000000006,21499.133200000004,21499.913319999996,10,0.0,10__0,12,Medical,Medical - Biomedical and Genetics
COHR,3327,19207.0,32000.0,128101.93999999999,607882.2799999958,1150357.4999999104,1296285.7500001462,1310878.5749999925,35,2.0,35__2,7,Business Services,Technology Services
COHU,1,5445.0,5445.0,5445.0,5445.0,5445.0,5445.0,5445.0,0,2.0,0__2,14,Computer and Technology,Electronics - Manufacturing Machinery
COIN,274588,18460.0,30609.74999999991,104300.52000000002,1707559.5830000057,6579038.588999835,13215280.25400811,16803202.01540461,55,1.0,55__1,3,Finance,Financial - Miscellaneous Services
COLB,3,5870.0,6135.0,6347.0,6394.7,6399.47,6399.947,6399.9947,5,0.0,5__0,13,Finance,Banks - West
COLD,3,12815.999999999998,13855.499999999998,14687.099999999999,14874.209999999997,14892.920999999998,14894.792099999999,14894.979209999998,5,3.0,5__3,13,Finance,REIT and Equity Trust - Other
COLL,1,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,0,2.0,0__2,14,Medical,Medical - Drugs
COLM,21,12249.999999999998,12505.0,14101.000000000002,14460.1,14496.010000000002,14499.601,14499.960100000002,15,0.0,15__0,11,Consumer Discretionary,Textile - Apparel
COMM,96,10170.0,17882.5,28147.699999999975,35187.77000000002,35891.77699999999,35962.1777000001,35969.217769999996,20,0.0,20__0,10,Computer and Technology,Communication - Infrastructure
COMP,82,13566.000000000018,19750.000000000015,72278.4,74727.84,74972.784,74997.2784,74999.72783999998,20,0.0,20__0,10,Computer and Technology,Internet - Software
COO,138,27848.1,58443.60000000002,84114.99999999996,137311.81999999998,144357.182,145061.71820000114,145132.17182000028,20,0.0,20__0,10,Medical,Medical - Dental Supplies
COOP,96,10710.0,17867.5,25385.999999999836,74736.60000000006,79671.65999999984,80165.16600000064,80214.5165999999,20,0.0,20__0,10,Finance,Financial - Consumer Loans
COP,2520,16168.2,25001.199999999993,95906.02,344504.47700003645,540341.5852000299,567476.9585200193,570190.4958519856,35,0.0,35__0,7,Oils-Energy,Oil and Gas - Integrated - United States
COR,881,10292.0,15736.000000000002,68350.00000000144,167508.00000000006,180100.80000000057,181360.0800000008,181486.00799999922,30,2.0,30__2,8,Medical,Medical Services
CORT,814,21675.000000000007,47411.999999999935,246555.52000000002,510900.00000000827,1023090.0000000406,1074309.0000000438,1079430.9000000043,30,1.0,30__1,8,Medical,Medical - Drugs
CORZ,5602,16305.200000000017,29999.299999999996,98548.74999999975,539401.7510000201,1150750.8578001193,1346449.685780259,1366019.5685780612,35,2.0,35__2,7,Finance,Financial - Miscellaneous Services
COST,80621,15719.999999999998,24360.0,66420.20000000013,254002.0800000038,770858.0039999611,1199727.0958008342,1273584.6095791946,50,3.0,50__3,4,Retail-Wholesale,Retail - Discount Stores
COTY,7,8592.000000000002,10295.999999999996,11659.199999999997,11965.919999999998,11996.591999999999,11999.659200000004,11999.96592,10,0.0,10__0,12,Consumer Staples,Cosmetics
COUR,60,10800.1,15636.499999999995,28908.449999999906,43269.34500000007,44705.43450000008,44849.04345000012,44863.404344999995,20,0.0,20__0,10,Business Services,Technology Services
CP,317,12214.0,33940.79999999978,135082.55999999933,586727.3000000055,647610.2300000066,653698.5230000044,654307.3523000004,25,0.0,25__0,9,Transportation,Transportation - Rail
CPA,65,11210.4,15266.0,30198.399999999976,52915.84,55187.584000000024,55414.758400000115,55437.47583999993,20,0.0,20__0,10,Transportation,Transportation - Airline
CPAY,290,8696.500000000002,10827.000000000013,27035.00000000025,119153.10000000079,135305.30999999866,136920.53100000127,137082.0530999994,25,0.0,25__0,9,Business Services,Financial Transaction Services
CPB,200,21155.499999999993,40460.54999999998,141841.37999999998,278853.7979999979,309192.9797999988,312226.89798000373,312530.28979799844,25,0.0,25__0,9,Consumer Staples,Food - Miscellaneous
CPF,1,11250.0,11250.0,11250.0,11250.0,11250.0,11250.0,11250.0,0,0.0,0__0,14,Finance,Banks - West
CPIX,9,12372.0,12936.0,13387.2,13488.72,13498.872,13499.887200000001,13499.98872,10,0.0,10__0,12,Medical,Medical - Drugs
CPNG,824,12000.0,18787.49999999999,65727.99999999991,147610.17000000447,305534.81699999317,321327.28170001874,322906.5281700067,30,2.0,30__2,8,Retail-Wholesale,Internet - Commerce
CPRI,2965,18783.999999999996,36919.99999999989,277200.00000000256,930000.0,2300000.0,2300000.0,2300000.0,35,1.0,35__1,7,Retail-Wholesale,Retail - Apparel and Shoes
CPRT,196,12931.999999999998,20980.0,82147.45000000016,284452.8750000016,325445.2875000015,329544.52875000145,329954.4528749955,25,0.0,25__0,9,Business Services,Auction and Valuation Services
CPRX,19,10171.000000000002,10931.49999999999,13786.300000000001,14428.629999999997,14492.863000000003,14499.2863,14499.928629999997,15,0.0,15__0,11,Medical,Medical - Drugs
CPS,18,9840.000000000002,15676.499999999956,36423.299999999945,41091.330000000016,41558.13300000001,41604.81329999998,41609.48133000001,15,0.0,15__0,11,Auto-Tires-Trucks,Automotive - Original Equipment
CPT,2,5181.0,5200.5,5216.1,5219.61,5219.961,5219.9961,5219.99961,5,0.0,5__0,13,Finance,REIT and Equity Trust - Residential
CQP,5,6200.0,6600.0,6920.0,6992.0,6999.2,6999.92,6999.992,5,0.0,5__0,13,Oils-Energy,Alternative Energy - Other
CR,222,49410.00000000004,77070.0,190571.21999999994,636419.9999999983,731892.0000000026,741439.2000000044,742393.919999995,25,2.0,25__2,9,Industrial Products,Manufacturing - General Industrial 
CRBG,206,14747.5,24600.0,59624.99999999991,356039.9999999961,413604.0000000005,419360.40000000095,419936.04000000184,25,0.0,25__0,9,Finance,Insurance - Multi line
CRBP,246,14050.0,19687.5,42236.25000000014,99997.59999999989,105624.76000000027,106187.47600000046,106243.74759999983,25,0.0,25__0,9,Medical,Medical - Drugs
CRC,57,11730.0,12919.999999999998,17985.599999999977,23398.560000000027,23939.85599999999,23993.9856,23999.39855999999,20,0.0,20__0,10,Oils-Energy,Oil and Gas - Exploration and Production - United States
CRCL,2807,15504.0,25017.499999999996,69351.7,194791.6999999997,322818.69399999763,334816.8693999954,336016.68694000173,35,0.0,35__0,7,Finance,Financial - Miscellaneous Services
CRCT,2,4720.0,4760.0,4792.0,4799.2,4799.92,4799.992,4799.9992,5,0.0,5__0,13,Business Services,Technology Services
CRDF,14,26247.300000000017,35726.2,42450.83999999999,43963.884,44115.18839999999,44130.318840000014,44131.831883999985,10,0.0,10__0,12,Medical,Medical - Biomedical and Genetics
CRDO,3329,18004.000000000007,27817.199999999993,84782.39999999966,214874.6880000003,572565.0,572565.0,572565.0,35,2.0,35__2,7,Computer and Technology,Electronics - Semiconductors
CRGY,4,19378.0,20853.999999999996,22034.8,22300.48,22327.048,22329.704800000003,22329.97048,5,3.0,5__3,13,Oils-Energy,Alternative Energy - Other
CRH,1914,18068.100000000002,45202.99999999995,180326.24999999997,817399.9999999978,1202175.0000000112,1245217.5000000237,1249521.7499999853,35,2.0,35__2,7,Construction,Building Products - Miscellaneous
CRI,139,71329.6,167749.99999999988,655085.2000000011,761828.0399999998,763494.8039999999,763661.4804000001,763678.14804,20,1.0,20__1,10,Consumer Discretionary,Shoes and Retail Apparel 
CRK,132,18054.000000000007,24870.749999999978,93658.37999999987,289232.76999999996,313323.27699999826,315732.3277000022,315973.2327699979,20,2.0,20__2,10,Oils-Energy,Oil and Gas - Exploration and Production - United States
CRL,473,13200.0,22000.000000000004,77599.99999999962,493719.24000000197,535011.9240000024,539141.1924000036,539554.1192399998,25,0.0,25__0,9,Medical,Medical Services
CRM,43802,18000.0,28320.0,70754.24999999985,258087.81400000176,1068377.4026999604,3215182.9500053283,4281518.295000533,45,0.0,45__0,5,Computer and Technology,Computer - Software
CRMD,177,8424.0,9576.999999999989,17659.120000000006,78283.68800000091,89840.86880000093,90996.58688000073,91112.15868799925,20,0.0,20__0,10,Medical,Medical - Biomedical and Genetics
CRNC,425,13364.000000000004,19059.999999999993,33846.79999999998,82402.40000000077,95720.24000000049,97052.02400000066,97185.20239999969,25,0.0,25__0,9,Computer and Technology,Computers - IT Services
CRNT,6,5400.0,5550.0,5670.0,5697.0,5699.7,5699.97,5699.997,10,0.0,10__0,12,Computer and Technology,Wireless Non-US 
CRNX,29,19420.8,21141.6,60075.99999999994,73507.60000000006,74850.75999999997,74985.076,74998.50759999998,15,0.0,15__0,11,Medical,Medical - Drugs
CRON,1,4990.000000000001,4990.000000000001,4990.000000000001,4990.000000000001,4990.000000000001,4990.000000000001,4990.000000000001,0,2.0,0__2,14,Medical,Medical - Drugs
CROX,2798,14960.000000000002,24787.500000000022,81088.70000000086,732854.9999999928,2030918.6860999914,2077107.8686099828,2081726.7868609817,35,1.0,35__1,7,Consumer Discretionary,Textile - Apparel
CRS,655,17920.000000000004,37000.0,97021.26000000001,193149.17000000027,238262.4170000035,242773.74170000208,243224.87416999586,30,2.0,30__2,8,Basic Materials,Steel - Speciality
CRSP,1152,13180.000000000018,20000.0,45949.0,258672.56999999948,259870.00000000003,259870.00000000003,259870.00000000003,30,2.0,30__2,8,Medical,Medical - Biomedical and Genetics
CRSR,55,11730.000000000002,14779.79999999998,84350.0000000001,143884.99999999974,149838.4999999998,150433.8499999999,150493.38500000015,15,0.0,15__0,11,Consumer Discretionary,Gaming
CRTO,52,22922.999999999996,164249.9999999998,1639750.0000000044,2683974.999999996,2788397.500000003,2798839.7500000037,2799883.975000002,15,2.0,15__2,11,Computer and Technology,Internet - Software and Services
CRUS,299,16391.99999999999,27377.999999999778,201197.39999999892,925868.8719999983,1169886.887199979,1194288.6887200186,1196728.8688720122,25,0.0,25__0,9,Computer and Technology,Electronics - Semiconductors
CRVL,2,5430.0,5465.0,5493.0,5499.3,5499.93,5499.993,5499.9993,5,0.0,5__0,13,Business Services,Business - Services
CRVS,144,15122.500000000011,26994.499999999996,182799.99999999974,302839.99999999994,318284.000000001,319828.4000000001,319982.839999999,20,2.0,20__2,10,Medical,Medical - Biomedical and Genetics
CRWD,68281,15560.0,24400.0,59255.99999999991,206440.00000000233,559092.000000659,1204745.6360053914,1872808.763592629,50,3.0,50__3,4,Computer and Technology,Security
CRWV,46299,17850.0,29100.0,83302.39999999962,293414.3199999971,795363.0259996359,1814225.446800317,1853118.544679896,45,0.0,45__0,5,Computer and Technology,Internet - Software
CSCO,4673,15044.000000000002,22603.999999999993,67170.83999999988,291300.5200000017,832061.3967999632,1154099.039680484,1186302.8039679788,35,0.0,35__0,7,Computer and Technology,Computer - Networking
CSGP,414,13102.5,18551.74999999999,61728.30000000007,288552.9599999974,377047.29600000515,385896.7296000059,386781.67295999115,25,0.0,25__0,9,Computer and Technology,Computers - IT Services
CSIQ,251,10200.0,13685.0,22750.0,35220.0,38585.99999999991,38922.600000000035,38956.26000000009,25,0.0,25__0,9,Oils-Energy,Solar
CSL,24,12150.0,13518.249999999998,15591.099999999999,16094.11,16144.411000000004,16149.441100000004,16149.944109999995,15,0.0,15__0,11,Conglomerates,Diversified Operations
CSTL,31,8000.0,9935.0,41859.99999999997,53685.99999999995,54868.6,54986.86000000003,54998.68599999989,15,0.0,15__0,11,Medical,Medical - Biomedical and Genetics
CSTM,42,94799.99999999993,149192.99999999994,223000.3799999997,249893.8380000002,252583.18379999988,252852.11838000032,252879.01183799974,15,0.0,15__0,11,Industrial Products,Metal Products - Distribution
CSWC,3,3596.0000000000005,3658.0000000000005,3707.6000000000004,3718.7600000000007,3719.8760000000007,3719.9876000000004,3719.9987600000004,5,0.0,5__0,13,Finance,Financial - Investment Management
CSX,231,19600.0,60637.5,98548.79999999999,346350.0000000026,399135.000000001,404413.50000000227,404941.3499999959,25,0.0,25__0,9,Transportation,Transportation - Rail
CTAS,678,18768.00000000001,30304.35,130999.20000000024,305251.97999999963,315159.1980000009,316149.9198000006,316248.99198000005,30,1.0,30__1,8,Business Services,Business - Services
CTEV,5,12892.000000000002,14256.0,15347.2,15592.720000000001,15617.272000000003,15619.727200000003,15619.972720000002,5,3.0,5__3,13,Medical,Medical Info Systems
CTLP,4,3866.5,3933.25,3986.65,3998.665,3999.8665,3999.9866500000003,3999.998665,5,0.0,5__0,13,Business Services,Financial Transaction Services
CTMX,5,8946.0,10142.999999999998,11100.6,11316.06,11337.606,11339.760600000001,11339.976059999999,5,0.0,5__0,13,Medical,Medical - Biomedical and Genetics
CTO,1,3465.0,3465.0,3465.0,3465.0,3465.0,3465.0,3465.0,0,2.0,0__2,14,Finance,REIT and Equity Trust - Other
CTRA,101,15350.0,25449.0,33000.0,104064.00000000044,111170.39999999959,111881.04000000074,111952.10399999973,20,0.0,20__0,10,Oils-Energy,Oil and Gas - Exploration and Production - United States
CTRE,2,5921.0,6060.5,6172.1,6197.21,6199.7210000000005,6199.9721,6199.9972099999995,5,0.0,5__0,13,Finance,REIT and Equity Trust - Other
CTRI,8,9450.0,9975.0,10395.0,10489.5,10498.949999999999,10499.895,10499.9895,10,0.0,10__0,12,Utilities,Utility - Electric Power
CTRN,22,8270.0,10389.999999999998,11289.999999999998,11478.999999999998,11497.9,11499.789999999999,11499.978999999998,15,0.0,15__0,11,Retail-Wholesale,Retail - Apparel and Shoes
CTSH,392,21009.000000000084,29650.5,131507.04999999958,224705.99999999933,236670.59999999937,237867.06000000128,237986.70599999878,25,0.0,25__0,9,Computer and Technology,Computers - IT Services
CTVA,100,15194.700000000017,21377.999999999978,52252.96000000008,65525.295999999944,66852.52959999998,66985.25295999998,66998.52529599992,20,0.0,20__0,10,Consumer Staples,Agriculture - Operations
CTXR,5,4057.0000000000005,4076.0000000000005,4091.2000000000003,4094.6200000000003,4094.9620000000004,4094.9962000000005,4094.9996200000005,5,0.0,5__0,13,Medical,Medical - Drugs
CUBE,2,4330.0,4365.0,4393.0,4399.3,4399.93,4399.993,4399.9993,5,0.0,5__0,13,Finance,REIT and Equity Trust - Other
CUBI,48,14172.000000000035,28179.999999999993,45300.000000000015,49530.00000000003,49953.0,49995.3,49999.52999999998,15,0.0,15__0,11,Finance,Banks - Southeast
CUK,3,5288.000000000001,5394.000000000001,5478.800000000001,5497.880000000001,5499.788000000001,5499.978800000001,5499.997880000001,5,0.0,5__0,13,Consumer Discretionary,Leisure and Recreation Services
CURI,1,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,0,2.0,0__2,14,Consumer Discretionary,Film and Television Production and Distribution
CURV,2,22812.5,23906.25,24781.25,24978.125,24997.8125,24999.78125,24999.978124999998,5,3.0,5__3,13,Retail-Wholesale,Retail - Apparel and Shoes
CUZ,1,4823.999999999999,4823.999999999999,4823.999999999999,4823.999999999999,4823.999999999999,4823.999999999999,4823.999999999999,0,2.0,0__2,14,Finance,REIT and Equity Trust - Other
CVAC,4,16978.5,19199.249999999993,20975.849999999995,21375.585,21415.558499999996,21419.555850000004,21419.955585,5,3.0,5__3,13,Medical,Medical - Biomedical and Genetics
CVCO,51,12980.000000000002,20820.0,123900.0,187530.0000000004,193892.99999999965,194529.30000000066,194592.92999999976,15,0.0,15__0,11,Construction,Building Products - Mobile Homes and RV Builders
CVE,111,12900.0,20930.0,87644.0000000004,95646.0,95784.6,95798.46,95799.84599999999,20,0.0,20__0,10,Oils-Energy,Oil and Gas - Integrated - Canadian
CVEO,1,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0,2.0,0__2,14,Consumer Discretionary,Hotels and Motels
CVGW,14,8267.500000000002,9191.25,9438.25,9493.825,9499.3825,9499.938250000001,9499.993825,10,0.0,10__0,12,Consumer Staples,Agriculture - Operations
CVI,64,34752.00000000001,134899.9999999998,193800.5999999998,235407.0599999998,239567.70600000027,239983.77060000043,240025.37705999965,20,2.0,20__2,10,Oils-Energy,Oil and Gas - Refining and Marketing
CVLT,1488,19809.999999999996,27440.000000000004,59964.59999999984,635214.4999999787,880606.540000005,898780.6540000036,900598.0654000003,30,1.0,30__1,8,Computer and Technology,Computer - Software
CVNA,83695,26278.800000000017,46860.90000000001,149717.9999999993,469286.5139999923,1427210.5524000104,5214306.440025364,8283030.6439966075,50,0.0,50__0,4,Retail-Wholesale,Internet - Commerce
CVRX,12,402000.00000000006,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,10,2.0,10__2,12,Medical,Medical - Instruments
CVS,6329,14262.999999999996,23171.999999999935,84813.80000000016,337208.2479999937,700195.9999999827,731519.6000000333,734651.9599999783,40,3.0,40__3,6,Medical,Medical Services
CVX,8062,14218.000000000013,22048.599999999995,54835.100000000035,221318.92800001343,462017.4800000496,631201.7480000049,648120.1747998944,40,3.0,40__3,6,Oils-Energy,Oil and Gas - Integrated - International
CW,157,16200.0,23204.999999999996,32781.399999999994,39097.49999999997,39711.74999999997,39773.17500000007,39779.31749999998,20,0.0,20__0,10,Aerospace,Aerospace - Defense Equipment
CWAN,27,9480.0,9684.0,31179.99999999996,37966.000000000015,38644.59999999998,38712.46000000009,38719.245999999956,15,0.0,15__0,11,Computer and Technology,Internet - Software
CWEN,34,12390.0,16817.249999999985,29089.61000000002,32589.160999999986,32939.11609999996,32974.11161000002,32977.61116099998,15,0.0,15__0,11,Oils-Energy,Alternative Energy - Other
CWH,142,20149.000000000007,59774.99999999995,386297.40000000095,614079.760000001,630657.9760000019,632315.7976000009,632481.5797599981,20,2.0,20__2,10,Auto-Tires-Trucks,Automotive - Original Equipment
CWK,7,108000.00000000004,143999.9999999999,172799.99999999994,179279.99999999997,179927.99999999994,179992.80000000005,179999.28,10,3.0,10__3,12,Finance,Real Estate - Operations
CWST,42,7097.499999999999,8170.249999999998,9835.999999999998,9983.600000000002,9998.359999999999,9999.836000000001,9999.9836,15,0.0,15__0,11,Business Services,Waste Removal Services
CX,23,16877.200000000004,17960.0,62460.000000000065,73746.00000000009,74874.6000000001,74987.46000000006,74998.74599999993,15,0.0,15__0,11,Construction,Building Products - Concrete and Aggregates
CXAI,4,6790.000000000001,7254.999999999999,7626.999999999999,7710.7,7719.07,7719.907000000001,7719.9907,5,0.0,5__0,13,Business Services,Technology Services
CXDO,1,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,0,2.0,0__2,14,Computer and Technology,Internet - Services
CXM,6,9420.0,10710.0,11742.000000000002,11974.2,11997.420000000002,11999.742,11999.9742,10,0.0,10__0,12,Business Services,Technology Services
CXT,1,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,0,2.0,0__2,14,Business Services,Technology Services
CXW,138,11231.5,16129.100000000022,95024.9999999997,145890.0,149589.0,149958.9000000006,149995.89000000013,20,0.0,20__0,10,Finance,REIT and Equity Trust - Other
CYBN,8,6773.0,8386.499999999998,9677.3,9967.730000000001,9996.773,9999.6773,9999.96773,10,0.0,10__0,12,Medical,Medical - Biomedical and Genetics
CYBR,826,14975.0,23550.0,70875.0,172067.4999999997,176596.75000000012,177049.67500000016,177094.96749999953,30,2.0,30__2,8,Computer and Technology,Security
CYD,27,12600.000000000004,13850.0,14739.999999999998,14974.0,14997.4,14999.740000000003,14999.973999999998,15,0.0,15__0,11,Auto-Tires-Trucks,Automotive - Original Equipment
CYH,58,18305.0,23739.74999999999,34708.5,40325.84999999998,40887.58500000003,40943.75850000004,40949.37585000002,20,0.0,20__0,10,Medical,Medical - Hospital
CYRX,1,3690.0,3690.0,3690.0,3690.0,3690.0,3690.0,3690.0,0,2.0,0__2,14,Transportation,Transportation - Services
CYTK,282,12725.000000000002,20974.999999999993,73785.0,191102.23999999912,228774.22400000074,232541.42239999838,232918.1422399956,25,0.0,25__0,9,Medical,Medical - Biomedical and Genetics
CZR,1331,14432.0,23088.0,151750.00000000012,665752.2500000033,714679.9999999985,719468.0000000062,719946.799999998,30,1.0,30__1,8,Consumer Discretionary,Leisure and Recreation Services
D,165,18215.399999999998,24216.799999999974,48195.35999999986,132790.5440000012,146695.0543999996,148085.50544000184,148224.55054399883,20,0.0,20__0,10,Utilities,Utility - Electric Power
DAC,16,5250.0,6375.0,8714.999999999998,9241.499999999998,9294.15,9299.415,9299.941499999995,10,0.0,10__0,12,Transportation,Transportation - Shipping
DADA,4,7560.000000000002,7980.000000000001,8316.000000000002,8391.600000000002,8399.160000000002,8399.916000000003,8399.991600000001,5,0.0,5__0,13,Retail-Wholesale,Internet - Commerce
DAKT,23,41000.00000000001,42500.0,79479.80000000006,88866.98000000007,89805.69800000008,89899.56980000006,89908.95697999994,15,0.0,15__0,11,Computer and Technology,Electronics - Miscellaneous Products
DAL,6913,15297.600000000002,24695.399999999958,82452.48000000021,701483.1999999944,1490141.9903998917,1813877.3990399418,1846250.9399040889,40,0.0,40__0,6,Transportation,Transportation - Airline
DAN,145,17617.199999999993,22045.99999999998,83564.76000000001,104967.42399999988,107786.7424000001,108068.67423999995,108096.86742399987,20,0.0,20__0,10,Auto-Tires-Trucks,Automotive - Original Equipment
DAO,4,5303.000000000001,5571.5,5786.3,5834.630000000001,5839.463000000001,5839.946300000001,5839.994630000001,5,0.0,5__0,13,Business Services,Technology Services
DAR,170,14062.999999999996,29345.549999999865,62108.000000000015,76107.19999999988,77810.72000000009,77981.07200000004,77998.1072,20,0.0,20__0,10,Consumer Staples,Food - Miscellaneous
